country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Cote d'Ivoire,Africa,2007,48.328,18013409,1.544.750.112,CIV,384
Croatia,Europe,1952,61.21,3882229,311.923.652,HRV,191
Croatia,Europe,1957,64.77,3991242,4.338.231.617,HRV,191
Croatia,Europe,1962,67.13,4076557,5.477.890.018,HRV,191
Croatia,Europe,1967,68.5,4174366,6.960.297.861,HRV,191
Croatia,Europe,1972,69.61,4225310,9.164.090.127,HRV,191
Croatia,Europe,1977,70.64,4318673,1.130.538.517,HRV,191
Croatia,Europe,1982,70.46,4413368,1.322.182.184,HRV,191
Croatia,Europe,1987,71.52,4484310,1.382.258.394,HRV,191
Croatia,Europe,1992,72.527,4494013,8.447.794.873,HRV,191
Croatia,Europe,1997,73.68,4444595,9.875.604.515,HRV,191
Croatia,Europe,2002,74.876,4481020,1.162.838.895,HRV,191
Croatia,Europe,2007,75.748,4493312,14.619.222.719.999.900,HRV,191
Cuba,Americas,1952,5.942.100.000.000.000,6007797,558.653.878,CUB,192
Cuba,Americas,1957,62.325,6640752,6.092.174.359.000.000,CUB,192
Cuba,Americas,1962,6.524.600.000.000.000,7254373,518.075.591,CUB,192
Cuba,Americas,1967,68.29,8139332,5.690.268.015,CUB,192
Cuba,Americas,1972,70.723,8831348,5.305.445.256,CUB,192
Cuba,Americas,1977,72.649,9537988,6.380.494.965.999.990,CUB,192
Cuba,Americas,1982,73.717,9789224,73.169.181.069.999.900,CUB,192
Cuba,Americas,1987,7.417.399.999.999.990,10239839,7.532.924.762.999.990,CUB,192
Cuba,Americas,1992,74.414,10723260,5.592.843.963,CUB,192
Cuba,Americas,1997,7.615.100.000.000.000,10983007,5.431.990.415,CUB,192
Cuba,Americas,2002,77.158,11226999,6.340.646.683,CUB,192
Cuba,Americas,2007,78.273,11416987,8.948.102.923,CUB,192
Czech Republic,Europe,1952,66.87,9125183,687.614.025,CZE,203
Czech Republic,Europe,1957,69.03,9513758,8.256.343.918,CZE,203
Czech Republic,Europe,1962,69.9,9620282,1.013.686.713,CZE,203
Czech Republic,Europe,1967,70.38,9835109,1.139.944.489,CZE,203
Czech Republic,Europe,1972,70.29,9862158,131.084.536,CZE,203
Czech Republic,Europe,1977,70.71,10161915,14.800.160.619.999.900,CZE,203
Czech Republic,Europe,1982,70.96,10303704,1.537.722.855,CZE,203
Czech Republic,Europe,1987,71.58,10311597,163.104.434,CZE,203
Czech Republic,Europe,1992,72.4,10315702,14.297.021.219.999.900,CZE,203
Czech Republic,Europe,1997,74.01,10300707,1.604.851.424,CZE,203
Czech Republic,Europe,2002,75.51,10256295,17.596.210.219.999.900,CZE,203
Czech Republic,Europe,2007,76.486,10228744,2.283.330.851,CZE,203
Denmark,Europe,1952,70.78,4334000,9.692.385.245,DNK,208
Denmark,Europe,1957,71.81,4487831,1.109.965.935,DNK,208
Denmark,Europe,1962,72.35,4646899,1.358.331.351,DNK,208
Denmark,Europe,1967,72.96,4838800,1.593.721.123,DNK,208
Denmark,Europe,1972,73.47,4991596,1.886.620.721,DNK,208
Denmark,Europe,1977,74.69,5088419,204.229.015,DNK,208
Denmark,Europe,1982,74.63,5117810,2.168.804.048,DNK,208
Denmark,Europe,1987,74.8,5127024,2.511.617.581,DNK,208
Denmark,Europe,1992,75.33,5171393,2.640.673.985,DNK,208
Denmark,Europe,1997,76.11,5283663,2.980.434.567,DNK,208
Denmark,Europe,2002,77.18,5374693,32.166.500.060.000.000,DNK,208
Denmark,Europe,2007,78.332,5468120,3.527.841.874,DNK,208
Djibouti,Africa,1952,34.812,63149,2.669.529.475,DJI,262
Djibouti,Africa,1957,37.328,71851,28.649.690.760.000.000,DJI,262
Djibouti,Africa,1962,39.693.000.000.000.000,89898,3.020.989.263,DJI,262
Djibouti,Africa,1967,42.074,127617,30.200.505.129.999.900,DJI,262
Djibouti,Africa,1972,4.436.600.000.000.000,178848,36.942.123.520.000.000,DJI,262
Djibouti,Africa,1977,46.519,228694,30.817.610.219.999.900,DJI,262
Djibouti,Africa,1982,48.812,305991,28.794.680.670.000.000,DJI,262
Djibouti,Africa,1987,50.04,311025,2.880.102.568,DJI,262
Djibouti,Africa,1992,51.604,384156,23.771.561.920.000.000,DJI,262
Djibouti,Africa,1997,53.157,417908,1.895.016.984,DJI,262
Djibouti,Africa,2002,53.373.000.000.000.000,447416,19.082.608.670.000.000,DJI,262
Djibouti,Africa,2007,54.791.000.000.000.000,496374,20.824.815.670.000.000,DJI,262
Dominican Republic,Americas,1952,45.928.000.000.000.000,2491346,13.977.171.369.999.900,DOM,214
Dominican Republic,Americas,1957,49.828,2923186,1.544.402.995,DOM,214
Dominican Republic,Americas,1962,53.458.999.999.999.900,3453434,1.662.137.359,DOM,214
Dominican Republic,Americas,1967,56.751.000.000.000.000,4049146,16.537.230.029.999.900,DOM,214
Dominican Republic,Americas,1972,59.631,4671329,2.189.874.499,DOM,214
Dominican Republic,Americas,1977,61.788.000.000.000.000,5302800,26.819.889,DOM,214
Dominican Republic,Americas,1982,63.727,5968349,2.861.092.386,DOM,214
Dominican Republic,Americas,1987,66.046,6655297,2.899.842.175,DOM,214
Dominican Republic,Americas,1992,68.457,7351181,3.044.214.214,DOM,214
Dominican Republic,Americas,1997,69.957,7992357,3.614.101.285,DOM,214
Dominican Republic,Americas,2002,70.847,8650322,4.563.808.154,DOM,214
Dominican Republic,Americas,2007,72.235,9319622,6.025.374.752.000.000,DOM,214
Ecuador,Americas,1952,48.357,3548753,3.522.110.717,ECU,218
Ecuador,Americas,1957,51.356,4058385,37.805.466.509.999.900,ECU,218
Ecuador,Americas,1962,54.64,4681707,4.086.114.078,ECU,218
Ecuador,Americas,1967,56.678.000.000.000.000,5432424,4.579.074.215,ECU,218
Ecuador,Americas,1972,5.879.600.000.000.000,6298651,528.099.471,ECU,218
Ecuador,Americas,1977,61.31,7278866,667.962.326,ECU,218
Ecuador,Americas,1982,64.342,8365850,72.137.912.670.000.000,ECU,218
Ecuador,Americas,1987,6.723.100.000.000.000,9545158,6.481.776.993,ECU,218
Ecuador,Americas,1992,69.613,10748394,7.103.702.595.000.000,ECU,218
Ecuador,Americas,1997,72.312,11911819,7.429.455.876.999.990,ECU,218
Ecuador,Americas,2002,74.173,12921234,57.730.445.119.999.900,ECU,218
Ecuador,Americas,2007,74.994,13755680,6.873.262.326.000.000,ECU,218
Egypt,Africa,1952,41.893,22223309,1.418.822.445,EGY,818
Egypt,Africa,1957,44.443.999.999.999.900,25009741,1.458.915.272,EGY,818
Egypt,Africa,1962,46.992,28173309,1.693.335.853,EGY,818
Egypt,Africa,1967,49.293,31681188,1.814.880.728,EGY,818
Egypt,Africa,1972,51.137,34807417,20.240.081.469.999.900,EGY,818
Egypt,Africa,1977,53.318.999.999.999.900,38783863,2.785.493.582,EGY,818
Egypt,Africa,1982,56.006,45681811,3.503.729.636,EGY,818
Egypt,Africa,1987,59.797,52799062,38.854.607.100.000.000,EGY,818
Egypt,Africa,1992,63.674,59402198,3.794.755.195,EGY,818
Egypt,Africa,1997,67.217,66134291,4.173.181.797,EGY,818
Egypt,Africa,2002,69.806,73312559,4.754.604.414,EGY,818
Egypt,Africa,2007,7.133.800.000.000.000,80264543,5.581.180.998,EGY,818
El Salvador,Americas,1952,45.262,2042865,30.483.029,SLV,222
El Salvador,Americas,1957,48.57,2355805,3.421.523.218,SLV,222
El Salvador,Americas,1962,52.306.999.999.999.900,2747687,37.768.036.270.000.000,SLV,222
El Salvador,Americas,1967,55.855,3232927,4.358.595.393,SLV,222
El Salvador,Americas,1972,58.207,3790903,4.520.246.008,SLV,222
El Salvador,Americas,1977,56.696.000.000.000.000,4282586,5.138.922.374,SLV,222
El Salvador,Americas,1982,56.604,4474873,4.098.344.175,SLV,222
El Salvador,Americas,1987,63.153.999.999.999.900,4842194,4.140.442.097,SLV,222
El Salvador,Americas,1992,66.798,5274649,44.442.317,SLV,222
El Salvador,Americas,1997,69.535,5783439,5.154.825.496,SLV,222
El Salvador,Americas,2002,70.734,6353681,5.351.568.665.999.990,SLV,222
El Salvador,Americas,2007,71.878,6939688,5.728.353.514,SLV,222
Equatorial Guinea,Africa,1952,34.482,216964,3.756.431.231,GNQ,226
Equatorial Guinea,Africa,1957,35.983.000.000.000.000,232922,4.260.964.081,GNQ,226
Equatorial Guinea,Africa,1962,37.485,249220,5.828.419.713.999.990,GNQ,226
Equatorial Guinea,Africa,1967,38.986.999.999.999.900,259864,9.155.960.025,GNQ,226
Equatorial Guinea,Africa,1972,40.516,277603,6.724.122.571,GNQ,226
Equatorial Guinea,Africa,1977,42.023.999.999.999.900,192675,9.585.668.124,GNQ,226
Equatorial Guinea,Africa,1982,43.662,285483,9.278.253.427.000.000,GNQ,226
Equatorial Guinea,Africa,1987,45.663.999.999.999.900,341244,9.668.968.149,GNQ,226
Equatorial Guinea,Africa,1992,47.545,387838,1.132.055.034,GNQ,226
Equatorial Guinea,Africa,1997,48.245,439971,2.814.480.755,GNQ,226
Equatorial Guinea,Africa,2002,49.348,495627,77.034.959,GNQ,226
Equatorial Guinea,Africa,2007,5.157.899.999.999.990,551201,1.215.408.975,GNQ,226
Eritrea,Africa,1952,35.928.000.000.000.000,1438760,32.894.055.710.000.000,ERI,232
Eritrea,Africa,1957,38.047,1542611,34.416.188.589.999.900,ERI,232
Eritrea,Africa,1962,40.158,1666618,38.099.584.330.000.000,ERI,232
Eritrea,Africa,1967,4.218.899.999.999.990,1820319,4.687.949.699,ERI,232
Eritrea,Africa,1972,44.141.999.999.999.900,2260187,5.143.242.081.999.990,ERI,232
Eritrea,Africa,1977,44.535,2512642,5.057.538.077,ERI,232
Eritrea,Africa,1982,43.89,2637297,5.248.758.493,ERI,232
Eritrea,Africa,1987,46.453,2915959,5.211.341.333,ERI,232
Eritrea,Africa,1992,4.999.100.000.000.000,3668440,5.828.585.102.000.000,ERI,232
Eritrea,Africa,1997,53.378,4058319,9.134.707.900.000.000,ERI,232
Eritrea,Africa,2002,55.24,4414865,7.653.500.015,ERI,232
Eritrea,Africa,2007,58.04,4906585,6.413.695.236.000.000,ERI,232
Ethiopia,Africa,1952,34.078,20860941,3.621.462.796,ETH,231
Ethiopia,Africa,1957,36.667,22815614,37.890.416.319.999.900,ETH,231
Ethiopia,Africa,1962,40.059,25145372,4.194.564.161,ETH,231
Ethiopia,Africa,1967,42.115,27860297,5.161.186.438,ETH,231
Ethiopia,Africa,1972,43.515,30770372,5.662.439.442.000.000,ETH,231
Ethiopia,Africa,1977,44.51,34617799,5.568.083.834,ETH,231
Ethiopia,Africa,1982,44.916.000.000.000.000,38111756,5.778.607.471,ETH,231
Ethiopia,Africa,1987,46.684,42999530,5.737.413.142.000.000,ETH,231
Ethiopia,Africa,1992,48.091,52088559,4.213.534.653,ETH,231
Ethiopia,Africa,1997,49.402,59861301,5.158.894.013,ETH,231
Ethiopia,Africa,2002,50.725,67946797,5.300.535.319,ETH,231
Ethiopia,Africa,2007,52.946.999.999.999.900,76511887,6.908.055.759,ETH,231
Finland,Europe,1952,66.55,4090500,6.424.519.071,FIN,246
Finland,Europe,1957,67.49,4324000,7.545.415.386,FIN,246
Finland,Europe,1962,68.75,4491443,9.371.842.561,FIN,246
Finland,Europe,1967,69.83,4605744,1.092.163.626,FIN,246
Finland,Europe,1972,70.87,4639657,143.588.759,FIN,246
Finland,Europe,1977,72.52,4738902,15.605.422.830.000.000,FIN,246
Finland,Europe,1982,74.55,4826933,1.853.315.761,FIN,246
Finland,Europe,1987,74.83,4931729,2.114.101.223,FIN,246
Finland,Europe,1992,75.7,5041039,2.064.716.499,FIN,246
Finland,Europe,1997,77.13,5134406,237.239.502,FIN,246
Finland,Europe,2002,78.37,5193039,2.820.459.057,FIN,246
Finland,Europe,2007,79.313,5238460,332.070.844,FIN,246
France,Europe,1952,67.41,42459667,7.029.809.327,FRA,250
France,Europe,1957,68.93,44310863,8.662.834.898.000.000,FRA,250
France,Europe,1962,70.51,47124000,1.056.048.553,FRA,250
France,Europe,1967,71.55,49569000,1.299.991.766,FRA,250
France,Europe,1972,72.38,51732000,1.610.719.171,FRA,250
France,Europe,1977,73.83,53165019,18.292.635.140.000.000,FRA,250
France,Europe,1982,74.89,54433565,2.029.389.746,FRA,250
France,Europe,1987,76.34,55630100,2.206.644.214,FRA,250
France,Europe,1992,77.46,57374179,2.470.379.615,FRA,250
France,Europe,1997,78.64,58623428,2.588.978.487,FRA,250
France,Europe,2002,79.59,59925035,28.926.032.339.999.900,FRA,250
France,Europe,2007,80.657,61083916,304.700.167,FRA,250
Gabon,Africa,1952,37.003,420702,4.293.476.475,GAB,266
Gabon,Africa,1957,38.999,434904,4.976.198.099,GAB,266
Gabon,Africa,1962,40.489.000.000.000.000,455661,66.314.592.219.999.900,GAB,266
Gabon,Africa,1967,44.598,489004,8.358.761.987,GAB,266
Gabon,Africa,1972,48.69,537977,11.401.948.409.999.900,GAB,266
Gabon,Africa,1977,52.79,706367,2.174.557.328,GAB,266
Gabon,Africa,1982,5.656.399.999.999.990,753874,1.511.336.194,GAB,266
Gabon,Africa,1987,60.19,880397,11.864.408.440.000.000,GAB,266
Gabon,Africa,1992,6.136.600.000.000.000,985739,13.522.157.519.999.900,GAB,266
Gabon,Africa,1997,60.461.000.000.000.000,1126189,14.722.841.880.000.000,GAB,266
Gabon,Africa,2002,56.761,1299304,1.252.171.392,GAB,266
Gabon,Africa,2007,56.735,1454867,1.320.648.452,GAB,266
Gambia,Africa,1952,30.0,284320,4.852.306.591,GMB,270
Gambia,Africa,1957,32.065,323150,5.209.267.111,GMB,270
Gambia,Africa,1962,33.896,374020,599.650.276,GMB,270
Gambia,Africa,1967,35.857,439593,7.347.829.124,GMB,270
Gambia,Africa,1972,38.308,517101,7.560.868.363,GMB,270
Gambia,Africa,1977,41.842,608274,8.847.552.507.000.000,GMB,270
Gambia,Africa,1982,45.58,715523,8.358.096.107.999.990,GMB,270
Gambia,Africa,1987,49.265,848406,6.116.588.611.000.000,GMB,270
Gambia,Africa,1992,52.644,1025384,6.656.244.126,GMB,270
Gambia,Africa,1997,55.861.000.000.000.000,1235767,6.537.301.704,GMB,270
Gambia,Africa,2002,58.041.000.000.000.000,1457766,6.605.855.997,GMB,270
Gambia,Africa,2007,59.448,1688359,7.527.497.265,GMB,270
Germany,Europe,1952,67.5,69145952,7.144.114.393.000.000,DEU,276
Germany,Europe,1957,69.1,71019069,1.018.782.665,DEU,276
Germany,Europe,1962,70.3,73739117,1.290.246.291,DEU,276
Germany,Europe,1967,70.8,76368453,1.474.562.561,DEU,276
Germany,Europe,1972,71.0,78717088,18.016.180.269.999.900,DEU,276
Germany,Europe,1977,72.5,78160773,2.051.292.123,DEU,276
Germany,Europe,1982,73.8,78335266,22.031.532.740.000.000,DEU,276
Germany,Europe,1987,74.847,77718298,2.463.918.566,DEU,276
Germany,Europe,1992,76.07,80597764,2.650.530.317,DEU,276
Germany,Europe,1997,77.34,82011073,2.778.888.416,DEU,276
Germany,Europe,2002,78.67,82350671,3.003.580.198,DEU,276
Germany,Europe,2007,79.406,82400996,3.217.037.442,DEU,276
Ghana,Africa,1952,43.148.999.999.999.900,5581001,9.112.989.371,GHA,288
Ghana,Africa,1957,44.778.999.999.999.900,6391288,10.435.615.369.999.900,GHA,288
Ghana,Africa,1962,46.452,7355248,11.900.411.179.999.900,GHA,288
Ghana,Africa,1967,48.071.999.999.999.900,8490213,112.569.716,GHA,288
Ghana,Africa,1972,49.875,9354120,1.178.223.708,GHA,288
Ghana,Africa,1977,51.756,10538093,9.932.239.571,GHA,288
Ghana,Africa,1982,53.744,11400338,876.032.569,GHA,288
Ghana,Africa,1987,55.729,14168101,8.470.061.135,GHA,288
Ghana,Africa,1992,57.501.000.000.000.000,16278738,9.250.601.539.999.990,GHA,288
Ghana,Africa,1997,58.556.000.000.000.000,18418288,10.052.458.119.999.900,GHA,288
Ghana,Africa,2002,58.453,20550751,11.119.845.779.999.900,GHA,288
Ghana,Africa,2007,60.022,22873338,132.760.891,GHA,288
Greece,Europe,1952,65.86,7733250,3.530.690.067,GRC,300
Greece,Europe,1957,67.86,8096218,4.916.299.889,GRC,300
Greece,Europe,1962,69.51,8448233,6.017.190.732.999.990,GRC,300
Greece,Europe,1967,71.0,8716441,8.513.097.016,GRC,300
Greece,Europe,1972,72.34,8888628,1.272.482.957,GRC,300
Greece,Europe,1977,73.68,9308479,14.195.524.280.000.000,GRC,300
Greece,Europe,1982,75.24,9786480,15.268.420.890.000.000,GRC,300
Greece,Europe,1987,76.67,9974490,16.120.528.390.000.000,GRC,300
Greece,Europe,1992,77.03,10325429,1.754.149.634,GRC,300
Greece,Europe,1997,77.869,10502372,1.874.769.814,GRC,300
Greece,Europe,2002,78.256,10603863,225.142.548,GRC,300
Greece,Europe,2007,79.483,10706290,2.753.841.188,GRC,300
Guatemala,Americas,1952,42.023,3146381,24.282.377.690.000.000,GTM,320
Guatemala,Americas,1957,44.141.999.999.999.900,3640876,2.617.155.967,GTM,320
Guatemala,Americas,1962,4.695.399.999.999.990,4208858,2.750.364.446,GTM,320
Guatemala,Americas,1967,50.016.000.000.000.000,4690773,32.425.311.469.999.900,GTM,320
Guatemala,Americas,1972,53.738,5149581,40.314.082.710.000.000,GTM,320
Guatemala,Americas,1977,56.028.999.999.999.900,5703430,4.879.992.748,GTM,320
Guatemala,Americas,1982,58.137,6395630,482.049.479,GTM,320
Guatemala,Americas,1987,60.782,7326406,4.246.485.974,GTM,320
Guatemala,Americas,1992,63.373.000.000.000.000,8486949,44.394.508.399.999.900,GTM,320
Guatemala,Americas,1997,66.322,9803875,4.684.313.807,GTM,320
Guatemala,Americas,2002,6.897.800.000.000.000,11178650,4.858.347.495,GTM,320
Guatemala,Americas,2007,70.259,12572928,5.186.050.003,GTM,320
Guinea,Africa,1952,33.609,2664249,51.019.649.230.000.000,GIN,324
Guinea,Africa,1957,34.558,2876726,5.762.670.245,GIN,324
Guinea,Africa,1962,35.753,3140003,6.863.736.739,GIN,324
Guinea,Africa,1967,37.196.999.999.999.900,3451418,7.087.595.409,GIN,324
Guinea,Africa,1972,38.842,3811387,7.416.662.307,GIN,324
Guinea,Africa,1977,40.762,4227026,8.746.858.642.999.990,GIN,324
Guinea,Africa,1982,42.891.000.000.000.000,4710497,8.572.503.577,GIN,324
Guinea,Africa,1987,45.552,5650262,8.055.724.717.999.990,GIN,324
Guinea,Africa,1992,48.576,6990574,7.943.484.384,GIN,324
Guinea,Africa,1997,51.455,8048834,8.694.497.667.999.990,GIN,324
Guinea,Africa,2002,53.676,8807818,9.455.835.837.000.000,GIN,324
Guinea,Africa,2007,56.007,9947814,9.426.542.111,GIN,324
Guinea-Bissau,Africa,1952,32.5,580653,299.850.319,GNB,624
Guinea-Bissau,Africa,1957,33.489.000.000.000.000,601095,4.317.904.566.000.000,GNB,624
Guinea-Bissau,Africa,1962,34.488,627820,5.220.343.725,GNB,624
Guinea-Bissau,Africa,1967,35.492,601287,7.155.806.402.000.000,GNB,624
Guinea-Bissau,Africa,1972,36.486,625361,8.202.245.876.000.000,GNB,624
Guinea-Bissau,Africa,1977,37.465,745228,7.647.259.627.999.990,GNB,624
Guinea-Bissau,Africa,1982,39.327,825987,8.381.239.671,GNB,624
Guinea-Bissau,Africa,1987,41.245,927524,7.364.153.921,GNB,624
Guinea-Bissau,Africa,1992,43.266.000.000.000.000,1050938,7.455.398.706,GNB,624
Guinea-Bissau,Africa,1997,44.873.000.000.000.000,1193708,7.966.644.681,GNB,624
Guinea-Bissau,Africa,2002,45.504,1332459,5.757.047.176,GNB,624
Guinea-Bissau,Africa,2007,46.388.000.000.000.000,1472041,5.792.317.429.999.990,GNB,624
Haiti,Americas,1952,37.579,3201488,1.840.366.939,HTI,332
Haiti,Americas,1957,40.696,3507701,1.726.887.882,HTI,332
Haiti,Americas,1962,43.59,3880130,1.796.589.032,HTI,332
Haiti,Americas,1967,46.243,4318137,1.452.057.666,HTI,332
Haiti,Americas,1972,48.042,4698301,1.654.456.946,HTI,332
Haiti,Americas,1977,49.923,4908554,18.742.989.309.999.900,HTI,332
Haiti,Americas,1982,51.461.000.000.000.000,5198399,20.111.595.489.999.900,HTI,332
Haiti,Americas,1987,53.636,5756203,1.823.015.995,HTI,332
Haiti,Americas,1992,55.089,6326682,1.456.309.517,HTI,332
Haiti,Americas,1997,5.667.100.000.000.000,6913545,13.417.269.310.000.000,HTI,332
Haiti,Americas,2002,58.137,7607651,1.270.364.932,HTI,332
Haiti,Americas,2007,60.916.000.000.000.000,8502814,1.201.637.154,HTI,332
Honduras,Americas,1952,41.912,1517453,2.194.926.204,HND,340
Honduras,Americas,1957,44.665,1770390,2.220.487.682,HND,340
Honduras,Americas,1962,48.041.000.000.000.000,2090162,22.911.568.350.000.000,HND,340
Honduras,Americas,1967,50.924,2500689,2.538.269.358,HND,340
Honduras,Americas,1972,5.388.399.999.999.990,2965146,2.529.842.345,HND,340
Honduras,Americas,1977,57.402,3055235,3.203.208.066,HND,340
Honduras,Americas,1982,60.909,3669448,31.217.607.940.000.000,HND,340
Honduras,Americas,1987,64.492,4372203,30.230.966.989.999.900,HND,340
Honduras,Americas,1992,66.399,5077347,3.081.694.603,HND,340
Honduras,Americas,1997,6.765.899.999.999.990,5867957,3.160.454.906,HND,340
Honduras,Americas,2002,68.565,6677328,309.972.866,HND,340
Honduras,Americas,2007,7.019.800.000.000.000,7483763,35.483.308.460.000.000,HND,340
Hong Kong, China,Asia,1952,60.96,2125900,3.054.421.209,HKG,344
Hong Kong, China,Asia,1957,64.75,2736300,3.629.076.457,HKG,344
Hong Kong, China,Asia,1962,67.65,3305200,4.692.648.271.999.990,HKG,344
Hong Kong, China,Asia,1967,70.0,3722800,6.197.962.814,HKG,344
Hong Kong, China,Asia,1972,72.0,4115700,8.315.928.145,HKG,344
Hong Kong, China,Asia,1977,73.6,4583700,1.118.614.125,HKG,344
Hong Kong, China,Asia,1982,75.45,5264500,14.560.530.509.999.900,HKG,344
Hong Kong, China,Asia,1987,76.2,5584510,20.038.472.690.000.000,HKG,344
Hong Kong, China,Asia,1992,77.601,5829696,2.475.760.301,HKG,344
Hong Kong, China,Asia,1997,80.0,6495918,28.377.632.189.999.900,HKG,344
Hong Kong, China,Asia,2002,81.495,6762476,30.209.015.160.000.000,HKG,344
Hong Kong, China,Asia,2007,82.208,6980412,3.972.497.867,HKG,344
Hungary,Europe,1952,64.03,9504000,52.636.738.159.999.900,HUN,348
Hungary,Europe,1957,66.41,9839000,6.040.180.011,HUN,348
Hungary,Europe,1962,67.96,10063000,7.550.359.877,HUN,348
Hungary,Europe,1967,69.5,10223422,932.664.467,HUN,348
Hungary,Europe,1972,69.76,10394091,1.016.865.611,HUN,348
Hungary,Europe,1977,69.95,10637171,11.674.837.370.000.000,HUN,348
Hungary,Europe,1982,69.39,10705535,1.254.599.066,HUN,348
Hungary,Europe,1987,69.58,10612740,1.298.647.998,HUN,348
Hungary,Europe,1992,69.17,10348684,1.053.562.855,HUN,348
Hungary,Europe,1997,71.04,10244684,117.127.768,HUN,348
Hungary,Europe,2002,72.59,10083313,1.484.393.556,HUN,348
Hungary,Europe,2007,7.333.800.000.000.000,9956108,1.800.894.444,HUN,348
Iceland,Europe,1952,72.49,147962,7.267.688.428,ISL,352
Iceland,Europe,1957,73.47,165110,9.244.001.412,ISL,352
Iceland,Europe,1962,73.68,182053,1.035.015.906,ISL,352
Iceland,Europe,1967,73.73,198676,1.331.989.568,ISL,352
Iceland,Europe,1972,74.46,209275,15.798.063.619.999.900,ISL,352
Iceland,Europe,1977,76.11,221823,1.965.496.247,ISL,352
Iceland,Europe,1982,76.99,233997,232.696.075,ISL,352
Iceland,Europe,1987,77.23,244676,26.923.206.280.000.000,ISL,352
Iceland,Europe,1992,78.77,259012,2.514.439.201,ISL,352
Iceland,Europe,1997,78.95,271192,28.061.099.660.000.000,ISL,352
Iceland,Europe,2002,80.5,288030,31.163.201.960.000.000,ISL,352
Iceland,Europe,2007,81.757,301931,36.180.789.189.999.900,ISL,352
India,Asia,1952,37.373.000.000.000.000,372000000,5.465.657.493,IND,356
India,Asia,1957,40.249,409000000,590.061.996,IND,356
India,Asia,1962,43.605,454000000,6.583.471.509,IND,356
India,Asia,1967,47.193.000.000.000.000,506000000,7.007.706.107.000.000,IND,356
India,Asia,1972,50.651,567000000,724.032.527,IND,356
India,Asia,1977,54.208,634000000,8.133.373.230.000.000,IND,356
India,Asia,1982,56.596.000.000.000.000,708000000,8.557.235.377.000.000,IND,356
India,Asia,1987,58.553.000.000.000.000,788000000,9.765.126.756.000.000,IND,356
India,Asia,1992,60.223,872000000,1.164.406.809,IND,356
India,Asia,1997,61.765,959000000,1.458.817.442,IND,356
India,Asia,2002,62.879,1034172547,1.746.769.454,IND,356
India,Asia,2007,6.469.800.000.000.000,1110396331,2.452.210.407,IND,356
Indonesia,Asia,1952,37.468,82052000,7.496.816.546,IDN,360
Indonesia,Asia,1957,39.918,90124000,8.589.002.707.000.000,IDN,360
Indonesia,Asia,1962,42.518,99028000,8.492.897.700.999.990,IDN,360
Indonesia,Asia,1967,45.964,109343000,7.624.317.721,IDN,360
Indonesia,Asia,1972,49.203,121282000,1.111.107.907,IDN,360
Indonesia,Asia,1977,52.702,136725000,1.382.702.056,IDN,360
Indonesia,Asia,1982,56.159,153343000,1.516.872.988,IDN,360
Indonesia,Asia,1987,60.137,169276000,1.748.356.961,IDN,360
Indonesia,Asia,1992,62.681.000.000.000.000,184816000,2.383.140.898,IDN,360
Indonesia,Asia,1997,66.041,199278000,3.119.335.603,IDN,360
Indonesia,Asia,2002,6.858.800.000.000.000,211060000,287.391.287,IDN,360
Indonesia,Asia,2007,70.65,223547000,35.406.515.640.000.000,IDN,360
Iran,Asia,1952,44.869,17272000,3.035.326.002,IRN,364
Iran,Asia,1957,47.181.000.000.000.000,19792000,3.290.257.643,IRN,364
Iran,Asia,1962,49.325,22874000,4.187.329.802,IRN,364
Iran,Asia,1967,52.468.999.999.999.900,26538000,5.906.731.804.999.990,IRN,364
Iran,Asia,1972,55.233.999.999.999.900,30614000,9.613.818.607,IRN,364
Iran,Asia,1977,57.702,35480679,1.188.859.508,IRN,364
Iran,Asia,1982,59.62,43072751,7.608.334.602,IRN,364
Iran,Asia,1987,63.04,51889696,6.642.881.371,IRN,364
Iran,Asia,1992,65.742,60397973,7.235.653.187.999.990,IRN,364
Iran,Asia,1997,68.042,63327987,8.263.590.301,IRN,364
Iran,Asia,2002,6.945.100.000.000.000,66907826,9.240.761.975,IRN,364
Iran,Asia,2007,70.964,69453570,1.160.571.449,IRN,364
Iraq,Asia,1952,45.32,5441766,4.129.766.056,IRQ,368
Iraq,Asia,1957,48.437,6248643,6.229.333.562,IRQ,368
Iraq,Asia,1962,51.457,7240260,8.341.737.815,IRQ,368
Iraq,Asia,1967,54.458.999.999.999.900,8519282,8.931.459.811,IRQ,368
Iraq,Asia,1972,56.95,10061506,9.576.037.596,IRQ,368
Iraq,Asia,1977,60.413.000.000.000.000,11882916,14.688.235.069.999.900,IRQ,368
Iraq,Asia,1982,62.038.000.000.000.000,14173318,1.451.790.711,IRQ,368
Iraq,Asia,1987,65.044,16543189,1.164.357.268,IRQ,368
Iraq,Asia,1992,59.461.000.000.000.000,17861905,37.456.406.869.999.900,IRQ,368
Iraq,Asia,1997,5.881.100.000.000.000,20775703,3.076.239.795,IRQ,368
Iraq,Asia,2002,5.704.600.000.000.000,24001816,4.390.717.312,IRQ,368
Iraq,Asia,2007,59.545,27499638,4.471.061.906,IRQ,368
Ireland,Europe,1952,66.91,2952156,5.210.280.328,IRL,372
Ireland,Europe,1957,68.9,2878220,5.599.077.872,IRL,372
Ireland,Europe,1962,70.29,2830000,6.631.597.314,IRL,372
