country-p,country,continent,year,media_vct,num,phase,alpha3
"Palestine, State of-2","Palestine, State of",AS,2016,0,0,2,PSE
"Palestine, State of-2","Palestine, State of",AS,2017,0,0,2,PSE
"Palestine, State of-2","Palestine, State of",AS,2018,0,0,2,PSE
"Palestine, State of-2","Palestine, State of",AS,2019,0,0,2,PSE
"Palestine, State of-3","Palestine, State of",AS,2010,0,0,3,PSE
"Palestine, State of-3","Palestine, State of",AS,2011,0,0,3,PSE
"Palestine, State of-3","Palestine, State of",AS,2012,0,0,3,PSE
"Palestine, State of-3","Palestine, State of",AS,2013,0,0,3,PSE
"Palestine, State of-3","Palestine, State of",AS,2014,0,0,3,PSE
"Palestine, State of-3","Palestine, State of",AS,2015,0,0,3,PSE
"Palestine, State of-3","Palestine, State of",AS,2016,0,0,3,PSE
"Palestine, State of-3","Palestine, State of",AS,2017,0,0,3,PSE
"Palestine, State of-3","Palestine, State of",AS,2018,0,0,3,PSE
"Palestine, State of-3","Palestine, State of",AS,2019,0,0,3,PSE
Philippines-1,Philippines,AS,2010,0,0,1,PHL
Philippines-1,Philippines,AS,2011,0,0,1,PHL
Philippines-1,Philippines,AS,2012,0,0,1,PHL
Philippines-1,Philippines,AS,2013,0,0,1,PHL
Philippines-1,Philippines,AS,2014,0,0,1,PHL
Philippines-1,Philippines,AS,2015,0,0,1,PHL
Philippines-1,Philippines,AS,2016,0,0,1,PHL
Philippines-1,Philippines,AS,2017,0,0,1,PHL
Philippines-1,Philippines,AS,2018,0,0,1,PHL
Philippines-1,Philippines,AS,2019,0,0,1,PHL
Philippines-2,Philippines,AS,2010,0,0,2,PHL
Philippines-2,Philippines,AS,2011,0,0,2,PHL
Philippines-2,Philippines,AS,2012,0,0,2,PHL
Philippines-2,Philippines,AS,2013,0,0,2,PHL
Philippines-2,Philippines,AS,2014,605.0,1,2,PHL
Philippines-2,Philippines,AS,2015,0,0,2,PHL
Philippines-2,Philippines,AS,2016,0,0,2,PHL
Philippines-2,Philippines,AS,2017,0,0,2,PHL
Philippines-2,Philippines,AS,2018,0,0,2,PHL
Philippines-2,Philippines,AS,2019,0,0,2,PHL
Philippines-3,Philippines,AS,2010,2824.0,1,3,PHL
Philippines-3,Philippines,AS,2011,0,0,3,PHL
Philippines-3,Philippines,AS,2012,0,0,3,PHL
Philippines-3,Philippines,AS,2013,0,0,3,PHL
Philippines-3,Philippines,AS,2014,0,0,3,PHL
Philippines-3,Philippines,AS,2015,0,0,3,PHL
Philippines-3,Philippines,AS,2016,0,0,3,PHL
Philippines-3,Philippines,AS,2017,0,0,3,PHL
Philippines-3,Philippines,AS,2018,0,0,3,PHL
Philippines-3,Philippines,AS,2019,0,0,3,PHL
Qatar-1,Qatar,AS,2010,0,0,1,QAT
Qatar-1,Qatar,AS,2011,0,0,1,QAT
Qatar-1,Qatar,AS,2012,0,0,1,QAT
Qatar-1,Qatar,AS,2013,0,0,1,QAT
Qatar-1,Qatar,AS,2014,0,0,1,QAT
Qatar-1,Qatar,AS,2015,0,0,1,QAT
Qatar-1,Qatar,AS,2016,0,0,1,QAT
Qatar-1,Qatar,AS,2017,0,0,1,QAT
Qatar-1,Qatar,AS,2018,0,0,1,QAT
Qatar-1,Qatar,AS,2019,0,0,1,QAT
Qatar-2,Qatar,AS,2010,0,0,2,QAT
Qatar-2,Qatar,AS,2011,0,0,2,QAT
Qatar-2,Qatar,AS,2012,0,0,2,QAT
Qatar-2,Qatar,AS,2013,0,0,2,QAT
Qatar-2,Qatar,AS,2014,0,0,2,QAT
Qatar-2,Qatar,AS,2015,0,0,2,QAT
Qatar-2,Qatar,AS,2016,0,0,2,QAT
Qatar-2,Qatar,AS,2017,0,0,2,QAT
Qatar-2,Qatar,AS,2018,0,0,2,QAT
Qatar-2,Qatar,AS,2019,0,0,2,QAT
Qatar-3,Qatar,AS,2010,0,0,3,QAT
Qatar-3,Qatar,AS,2011,0,0,3,QAT
Qatar-3,Qatar,AS,2012,0,0,3,QAT
Qatar-3,Qatar,AS,2013,0,0,3,QAT
Qatar-3,Qatar,AS,2014,0,0,3,QAT
Qatar-3,Qatar,AS,2015,0,0,3,QAT
Qatar-3,Qatar,AS,2016,0,0,3,QAT
Qatar-3,Qatar,AS,2017,0,0,3,QAT
Qatar-3,Qatar,AS,2018,0,0,3,QAT
Qatar-3,Qatar,AS,2019,0,0,3,QAT
Saudi Arabia-1,Saudi Arabia,AS,2010,0,0,1,SAU
Saudi Arabia-1,Saudi Arabia,AS,2011,0,0,1,SAU
Saudi Arabia-1,Saudi Arabia,AS,2012,0,0,1,SAU
Saudi Arabia-1,Saudi Arabia,AS,2013,0,0,1,SAU
Saudi Arabia-1,Saudi Arabia,AS,2014,0,0,1,SAU
Saudi Arabia-1,Saudi Arabia,AS,2015,0,0,1,SAU
Saudi Arabia-1,Saudi Arabia,AS,2016,0,0,1,SAU
Saudi Arabia-1,Saudi Arabia,AS,2017,0,0,1,SAU
Saudi Arabia-1,Saudi Arabia,AS,2018,0,0,1,SAU
Saudi Arabia-1,Saudi Arabia,AS,2019,0,0,1,SAU
Saudi Arabia-2,Saudi Arabia,AS,2010,0,0,2,SAU
Saudi Arabia-2,Saudi Arabia,AS,2011,0,0,2,SAU
Saudi Arabia-2,Saudi Arabia,AS,2012,0,0,2,SAU
Saudi Arabia-2,Saudi Arabia,AS,2013,0,0,2,SAU
Saudi Arabia-2,Saudi Arabia,AS,2014,0,0,2,SAU
Saudi Arabia-2,Saudi Arabia,AS,2015,0,0,2,SAU
Saudi Arabia-2,Saudi Arabia,AS,2016,0,0,2,SAU
Saudi Arabia-2,Saudi Arabia,AS,2017,0,0,2,SAU
Saudi Arabia-2,Saudi Arabia,AS,2018,0,0,2,SAU
Saudi Arabia-2,Saudi Arabia,AS,2019,0,0,2,SAU
Saudi Arabia-3,Saudi Arabia,AS,2010,0,0,3,SAU
Saudi Arabia-3,Saudi Arabia,AS,2011,0,0,3,SAU
Saudi Arabia-3,Saudi Arabia,AS,2012,0,0,3,SAU
Saudi Arabia-3,Saudi Arabia,AS,2013,0,0,3,SAU
Saudi Arabia-3,Saudi Arabia,AS,2014,1738.0,1,3,SAU
Saudi Arabia-3,Saudi Arabia,AS,2015,0,0,3,SAU
Saudi Arabia-3,Saudi Arabia,AS,2016,0,0,3,SAU
Saudi Arabia-3,Saudi Arabia,AS,2017,0,0,3,SAU
Saudi Arabia-3,Saudi Arabia,AS,2018,0,0,3,SAU
Saudi Arabia-3,Saudi Arabia,AS,2019,0,0,3,SAU
Singapore-1,Singapore,AS,2010,0,0,1,SGP
Singapore-1,Singapore,AS,2011,0,0,1,SGP
Singapore-1,Singapore,AS,2012,0,0,1,SGP
Singapore-1,Singapore,AS,2013,0,0,1,SGP
Singapore-1,Singapore,AS,2014,0,0,1,SGP
Singapore-1,Singapore,AS,2015,0,0,1,SGP
Singapore-1,Singapore,AS,2016,0,0,1,SGP
Singapore-1,Singapore,AS,2017,0,0,1,SGP
Singapore-1,Singapore,AS,2018,0,0,1,SGP
Singapore-1,Singapore,AS,2019,0,0,1,SGP
Singapore-2,Singapore,AS,2010,1896.0,1,2,SGP
Singapore-2,Singapore,AS,2011,0,0,2,SGP
Singapore-2,Singapore,AS,2012,0,0,2,SGP
Singapore-2,Singapore,AS,2013,0,0,2,SGP
Singapore-2,Singapore,AS,2014,605.0,1,2,SGP
Singapore-2,Singapore,AS,2015,244.0,1,2,SGP
Singapore-2,Singapore,AS,2016,0,0,2,SGP
Singapore-2,Singapore,AS,2017,0,0,2,SGP
Singapore-2,Singapore,AS,2018,0,0,2,SGP
Singapore-2,Singapore,AS,2019,0,0,2,SGP
Singapore-3,Singapore,AS,2010,0,0,3,SGP
Singapore-3,Singapore,AS,2011,0,0,3,SGP
Singapore-3,Singapore,AS,2012,0,0,3,SGP
Singapore-3,Singapore,AS,2013,0,0,3,SGP
Singapore-3,Singapore,AS,2014,0,0,3,SGP
Singapore-3,Singapore,AS,2015,0,0,3,SGP
Singapore-3,Singapore,AS,2016,0,0,3,SGP
Singapore-3,Singapore,AS,2017,0,0,3,SGP
Singapore-3,Singapore,AS,2018,0,0,3,SGP
Singapore-3,Singapore,AS,2019,0,0,3,SGP
Sri Lanka-1,Sri Lanka,AS,2010,0,0,1,LKA
Sri Lanka-1,Sri Lanka,AS,2011,0,0,1,LKA
Sri Lanka-1,Sri Lanka,AS,2012,0,0,1,LKA
Sri Lanka-1,Sri Lanka,AS,2013,0,0,1,LKA
Sri Lanka-1,Sri Lanka,AS,2014,0,0,1,LKA
Sri Lanka-1,Sri Lanka,AS,2015,0,0,1,LKA
Sri Lanka-1,Sri Lanka,AS,2016,0,0,1,LKA
Sri Lanka-1,Sri Lanka,AS,2017,0,0,1,LKA
Sri Lanka-1,Sri Lanka,AS,2018,0,0,1,LKA
Sri Lanka-1,Sri Lanka,AS,2019,0,0,1,LKA
Sri Lanka-2,Sri Lanka,AS,2010,0,0,2,LKA
Sri Lanka-2,Sri Lanka,AS,2011,0,0,2,LKA
Sri Lanka-2,Sri Lanka,AS,2012,0,0,2,LKA
Sri Lanka-2,Sri Lanka,AS,2013,0,0,2,LKA
Sri Lanka-2,Sri Lanka,AS,2014,0,0,2,LKA
Sri Lanka-2,Sri Lanka,AS,2015,0,0,2,LKA
Sri Lanka-2,Sri Lanka,AS,2016,0,0,2,LKA
Sri Lanka-2,Sri Lanka,AS,2017,0,0,2,LKA
Sri Lanka-2,Sri Lanka,AS,2018,0,0,2,LKA
Sri Lanka-2,Sri Lanka,AS,2019,0,0,2,LKA
Sri Lanka-3,Sri Lanka,AS,2010,0,0,3,LKA
Sri Lanka-3,Sri Lanka,AS,2011,0,0,3,LKA
Sri Lanka-3,Sri Lanka,AS,2012,0,0,3,LKA
Sri Lanka-3,Sri Lanka,AS,2013,0,0,3,LKA
Sri Lanka-3,Sri Lanka,AS,2014,0,0,3,LKA
Sri Lanka-3,Sri Lanka,AS,2015,0,0,3,LKA
Sri Lanka-3,Sri Lanka,AS,2016,0,0,3,LKA
Sri Lanka-3,Sri Lanka,AS,2017,0,0,3,LKA
Sri Lanka-3,Sri Lanka,AS,2018,0,0,3,LKA
Sri Lanka-3,Sri Lanka,AS,2019,0,0,3,LKA
Syrian Arab Republic-1,Syrian Arab Republic,AS,2010,0,0,1,SYR
Syrian Arab Republic-1,Syrian Arab Republic,AS,2011,0,0,1,SYR
Syrian Arab Republic-1,Syrian Arab Republic,AS,2012,0,0,1,SYR
Syrian Arab Republic-1,Syrian Arab Republic,AS,2013,0,0,1,SYR
Syrian Arab Republic-1,Syrian Arab Republic,AS,2014,0,0,1,SYR
Syrian Arab Republic-1,Syrian Arab Republic,AS,2015,0,0,1,SYR
Syrian Arab Republic-1,Syrian Arab Republic,AS,2016,0,0,1,SYR
Syrian Arab Republic-1,Syrian Arab Republic,AS,2017,0,0,1,SYR
Syrian Arab Republic-1,Syrian Arab Republic,AS,2018,0,0,1,SYR
Syrian Arab Republic-1,Syrian Arab Republic,AS,2019,0,0,1,SYR
Syrian Arab Republic-2,Syrian Arab Republic,AS,2010,0,0,2,SYR
Syrian Arab Republic-2,Syrian Arab Republic,AS,2011,0,0,2,SYR
Syrian Arab Republic-2,Syrian Arab Republic,AS,2012,0,0,2,SYR
Syrian Arab Republic-2,Syrian Arab Republic,AS,2013,0,0,2,SYR
Syrian Arab Republic-2,Syrian Arab Republic,AS,2014,0,0,2,SYR
Syrian Arab Republic-2,Syrian Arab Republic,AS,2015,0,0,2,SYR
Syrian Arab Republic-2,Syrian Arab Republic,AS,2016,0,0,2,SYR
Syrian Arab Republic-2,Syrian Arab Republic,AS,2017,0,0,2,SYR
Syrian Arab Republic-2,Syrian Arab Republic,AS,2018,0,0,2,SYR
Syrian Arab Republic-2,Syrian Arab Republic,AS,2019,0,0,2,SYR
Syrian Arab Republic-3,Syrian Arab Republic,AS,2010,0,0,3,SYR
Syrian Arab Republic-3,Syrian Arab Republic,AS,2011,0,0,3,SYR
Syrian Arab Republic-3,Syrian Arab Republic,AS,2012,0,0,3,SYR
Syrian Arab Republic-3,Syrian Arab Republic,AS,2013,0,0,3,SYR
Syrian Arab Republic-3,Syrian Arab Republic,AS,2014,0,0,3,SYR
Syrian Arab Republic-3,Syrian Arab Republic,AS,2015,0,0,3,SYR
Syrian Arab Republic-3,Syrian Arab Republic,AS,2016,0,0,3,SYR
Syrian Arab Republic-3,Syrian Arab Republic,AS,2017,0,0,3,SYR
Syrian Arab Republic-3,Syrian Arab Republic,AS,2018,0,0,3,SYR
Syrian Arab Republic-3,Syrian Arab Republic,AS,2019,0,0,3,SYR
"Taiwan, Province of China-1","Taiwan, Province of China",AS,2010,0,0,1,TWN
"Taiwan, Province of China-1","Taiwan, Province of China",AS,2011,0,0,1,TWN
"Taiwan, Province of China-1","Taiwan, Province of China",AS,2012,0,0,1,TWN
"Taiwan, Province of China-1","Taiwan, Province of China",AS,2013,0,0,1,TWN
"Taiwan, Province of China-1","Taiwan, Province of China",AS,2014,1505.0,1,1,TWN
"Taiwan, Province of China-1","Taiwan, Province of China",AS,2015,0,0,1,TWN
"Taiwan, Province of China-1","Taiwan, Province of China",AS,2016,0,0,1,TWN
"Taiwan, Province of China-1","Taiwan, Province of China",AS,2017,0,0,1,TWN
"Taiwan, Province of China-1","Taiwan, Province of China",AS,2018,0,0,1,TWN
"Taiwan, Province of China-1","Taiwan, Province of China",AS,2019,0,0,1,TWN
"Taiwan, Province of China-2","Taiwan, Province of China",AS,2010,488.0,1,2,TWN
"Taiwan, Province of China-2","Taiwan, Province of China",AS,2011,0,0,2,TWN
"Taiwan, Province of China-2","Taiwan, Province of China",AS,2012,0,0,2,TWN
"Taiwan, Province of China-2","Taiwan, Province of China",AS,2013,0,0,2,TWN
"Taiwan, Province of China-2","Taiwan, Province of China",AS,2014,605.0,1,2,TWN
"Taiwan, Province of China-2","Taiwan, Province of China",AS,2015,0,0,2,TWN
"Taiwan, Province of China-2","Taiwan, Province of China",AS,2016,0,0,2,TWN
"Taiwan, Province of China-2","Taiwan, Province of China",AS,2017,0,0,2,TWN
"Taiwan, Province of China-2","Taiwan, Province of China",AS,2018,0,0,2,TWN
"Taiwan, Province of China-2","Taiwan, Province of China",AS,2019,0,0,2,TWN
"Taiwan, Province of China-3","Taiwan, Province of China",AS,2010,1656.0,2,3,TWN
"Taiwan, Province of China-3","Taiwan, Province of China",AS,2011,0,0,3,TWN
"Taiwan, Province of China-3","Taiwan, Province of China",AS,2012,0,0,3,TWN
"Taiwan, Province of China-3","Taiwan, Province of China",AS,2013,2132.0,1,3,TWN
"Taiwan, Province of China-3","Taiwan, Province of China",AS,2014,0,0,3,TWN
"Taiwan, Province of China-3","Taiwan, Province of China",AS,2015,0,0,3,TWN
"Taiwan, Province of China-3","Taiwan, Province of China",AS,2016,0,0,3,TWN
"Taiwan, Province of China-3","Taiwan, Province of China",AS,2017,0,0,3,TWN
"Taiwan, Province of China-3","Taiwan, Province of China",AS,2018,0,0,3,TWN
"Taiwan, Province of China-3","Taiwan, Province of China",AS,2019,0,0,3,TWN
Tajikistan-1,Tajikistan,AS,2010,0,0,1,TJK
Tajikistan-1,Tajikistan,AS,2011,0,0,1,TJK
Tajikistan-1,Tajikistan,AS,2012,0,0,1,TJK
Tajikistan-1,Tajikistan,AS,2013,0,0,1,TJK
Tajikistan-1,Tajikistan,AS,2014,0,0,1,TJK
Tajikistan-1,Tajikistan,AS,2015,0,0,1,TJK
Tajikistan-1,Tajikistan,AS,2016,0,0,1,TJK
Tajikistan-1,Tajikistan,AS,2017,0,0,1,TJK
Tajikistan-1,Tajikistan,AS,2018,0,0,1,TJK
Tajikistan-1,Tajikistan,AS,2019,0,0,1,TJK
Tajikistan-2,Tajikistan,AS,2010,0,0,2,TJK
Tajikistan-2,Tajikistan,AS,2011,0,0,2,TJK
Tajikistan-2,Tajikistan,AS,2012,0,0,2,TJK
Tajikistan-2,Tajikistan,AS,2013,0,0,2,TJK
Tajikistan-2,Tajikistan,AS,2014,0,0,2,TJK
Tajikistan-2,Tajikistan,AS,2015,0,0,2,TJK
Tajikistan-2,Tajikistan,AS,2016,0,0,2,TJK
Tajikistan-2,Tajikistan,AS,2017,0,0,2,TJK
Tajikistan-2,Tajikistan,AS,2018,0,0,2,TJK
Tajikistan-2,Tajikistan,AS,2019,0,0,2,TJK
Tajikistan-3,Tajikistan,AS,2010,0,0,3,TJK
Tajikistan-3,Tajikistan,AS,2011,0,0,3,TJK
Tajikistan-3,Tajikistan,AS,2012,0,0,3,TJK
Tajikistan-3,Tajikistan,AS,2013,0,0,3,TJK
Tajikistan-3,Tajikistan,AS,2014,0,0,3,TJK
Tajikistan-3,Tajikistan,AS,2015,0,0,3,TJK
Tajikistan-3,Tajikistan,AS,2016,0,0,3,TJK
Tajikistan-3,Tajikistan,AS,2017,0,0,3,TJK
Tajikistan-3,Tajikistan,AS,2018,0,0,3,TJK
Tajikistan-3,Tajikistan,AS,2019,0,0,3,TJK
Thailand-1,Thailand,AS,2010,0,0,1,THA
Thailand-1,Thailand,AS,2011,0,0,1,THA
Thailand-1,Thailand,AS,2012,0,0,1,THA
Thailand-1,Thailand,AS,2013,0,0,1,THA
Thailand-1,Thailand,AS,2014,1118.0,2,1,THA
Thailand-1,Thailand,AS,2015,0,0,1,THA
Thailand-1,Thailand,AS,2016,0,0,1,THA
Thailand-1,Thailand,AS,2017,0,0,1,THA
Thailand-1,Thailand,AS,2018,0,0,1,THA
Thailand-1,Thailand,AS,2019,0,0,1,THA
Thailand-2,Thailand,AS,2010,0,0,2,THA
Thailand-2,Thailand,AS,2011,0,0,2,THA
Thailand-2,Thailand,AS,2012,0,0,2,THA
Thailand-2,Thailand,AS,2013,0,0,2,THA
Thailand-2,Thailand,AS,2014,817.0,1,2,THA
Thailand-2,Thailand,AS,2015,0,0,2,THA
Thailand-2,Thailand,AS,2016,0,0,2,THA
Thailand-2,Thailand,AS,2017,0,0,2,THA
Thailand-2,Thailand,AS,2018,0,0,2,THA
Thailand-2,Thailand,AS,2019,0,0,2,THA
Thailand-3,Thailand,AS,2010,2824.0,1,3,THA
Thailand-3,Thailand,AS,2011,0,0,3,THA
Thailand-3,Thailand,AS,2012,0,0,3,THA
Thailand-3,Thailand,AS,2013,2132.0,1,3,THA
Thailand-3,Thailand,AS,2014,0,0,3,THA
Thailand-3,Thailand,AS,2015,0,0,3,THA
Thailand-3,Thailand,AS,2016,0,0,3,THA
Thailand-3,Thailand,AS,2017,0,0,3,THA
Thailand-3,Thailand,AS,2018,0,0,3,THA
Thailand-3,Thailand,AS,2019,0,0,3,THA
Turkey-1,Turkey,AS,2010,0,0,1,TUR
Turkey-1,Turkey,AS,2011,0,0,1,TUR
Turkey-1,Turkey,AS,2012,0,0,1,TUR
Turkey-1,Turkey,AS,2013,0,0,1,TUR
Turkey-1,Turkey,AS,2014,0,0,1,TUR
Turkey-1,Turkey,AS,2015,0,0,1,TUR
Turkey-1,Turkey,AS,2016,0,0,1,TUR
Turkey-1,Turkey,AS,2017,0,0,1,TUR
Turkey-1,Turkey,AS,2018,0,0,1,TUR
Turkey-1,Turkey,AS,2019,0,0,1,TUR
Turkey-2,Turkey,AS,2010,0,0,2,TUR
Turkey-2,Turkey,AS,2011,0,0,2,TUR
Turkey-2,Turkey,AS,2012,0,0,2,TUR
Turkey-2,Turkey,AS,2013,0,0,2,TUR
Turkey-2,Turkey,AS,2014,0,0,2,TUR
Turkey-2,Turkey,AS,2015,0,0,2,TUR
Turkey-2,Turkey,AS,2016,0,0,2,TUR
Turkey-2,Turkey,AS,2017,0,0,2,TUR
Turkey-2,Turkey,AS,2018,0,0,2,TUR
Turkey-2,Turkey,AS,2019,0,0,2,TUR
Turkey-3,Turkey,AS,2010,0,0,3,TUR
Turkey-3,Turkey,AS,2011,0,0,3,TUR
Turkey-3,Turkey,AS,2012,0,0,3,TUR
Turkey-3,Turkey,AS,2013,2132.0,1,3,TUR
Turkey-3,Turkey,AS,2014,1738.0,1,3,TUR
Turkey-3,Turkey,AS,2015,0,0,3,TUR
Turkey-3,Turkey,AS,2016,0,0,3,TUR
Turkey-3,Turkey,AS,2017,0,0,3,TUR
Turkey-3,Turkey,AS,2018,0,0,3,TUR
Turkey-3,Turkey,AS,2019,0,0,3,TUR
Turkmenistan-1,Turkmenistan,AS,2010,0,0,1,TKM
Turkmenistan-1,Turkmenistan,AS,2011,0,0,1,TKM
Turkmenistan-1,Turkmenistan,AS,2012,0,0,1,TKM
Turkmenistan-1,Turkmenistan,AS,2013,0,0,1,TKM
Turkmenistan-1,Turkmenistan,AS,2014,0,0,1,TKM
Turkmenistan-1,Turkmenistan,AS,2015,0,0,1,TKM
Turkmenistan-1,Turkmenistan,AS,2016,0,0,1,TKM
Turkmenistan-1,Turkmenistan,AS,2017,0,0,1,TKM
Turkmenistan-1,Turkmenistan,AS,2018,0,0,1,TKM
Turkmenistan-1,Turkmenistan,AS,2019,0,0,1,TKM
Turkmenistan-2,Turkmenistan,AS,2010,0,0,2,TKM
Turkmenistan-2,Turkmenistan,AS,2011,0,0,2,TKM
Turkmenistan-2,Turkmenistan,AS,2012,0,0,2,TKM
Turkmenistan-2,Turkmenistan,AS,2013,0,0,2,TKM
Turkmenistan-2,Turkmenistan,AS,2014,0,0,2,TKM
Turkmenistan-2,Turkmenistan,AS,2015,0,0,2,TKM
Turkmenistan-2,Turkmenistan,AS,2016,0,0,2,TKM
Turkmenistan-2,Turkmenistan,AS,2017,0,0,2,TKM
Turkmenistan-2,Turkmenistan,AS,2018,0,0,2,TKM
Turkmenistan-2,Turkmenistan,AS,2019,0,0,2,TKM
Turkmenistan-3,Turkmenistan,AS,2010,0,0,3,TKM
Turkmenistan-3,Turkmenistan,AS,2011,0,0,3,TKM
Turkmenistan-3,Turkmenistan,AS,2012,0,0,3,TKM
Turkmenistan-3,Turkmenistan,AS,2013,0,0,3,TKM
Turkmenistan-3,Turkmenistan,AS,2014,0,0,3,TKM
Turkmenistan-3,Turkmenistan,AS,2015,0,0,3,TKM
Turkmenistan-3,Turkmenistan,AS,2016,0,0,3,TKM
Turkmenistan-3,Turkmenistan,AS,2017,0,0,3,TKM
Turkmenistan-3,Turkmenistan,AS,2018,0,0,3,TKM
Turkmenistan-3,Turkmenistan,AS,2019,0,0,3,TKM
United Arab Emirates-1,United Arab Emirates,AS,2010,0,0,1,ARE
United Arab Emirates-1,United Arab Emirates,AS,2011,0,0,1,ARE
United Arab Emirates-1,United Arab Emirates,AS,2012,0,0,1,ARE
United Arab Emirates-1,United Arab Emirates,AS,2013,0,0,1,ARE
United Arab Emirates-1,United Arab Emirates,AS,2014,0,0,1,ARE
United Arab Emirates-1,United Arab Emirates,AS,2015,0,0,1,ARE
United Arab Emirates-1,United Arab Emirates,AS,2016,0,0,1,ARE
United Arab Emirates-1,United Arab Emirates,AS,2017,0,0,1,ARE
United Arab Emirates-1,United Arab Emirates,AS,2018,0,0,1,ARE
United Arab Emirates-1,United Arab Emirates,AS,2019,0,0,1,ARE
United Arab Emirates-2,United Arab Emirates,AS,2010,0,0,2,ARE
United Arab Emirates-2,United Arab Emirates,AS,2011,0,0,2,ARE
United Arab Emirates-2,United Arab Emirates,AS,2012,0,0,2,ARE
United Arab Emirates-2,United Arab Emirates,AS,2013,0,0,2,ARE
United Arab Emirates-2,United Arab Emirates,AS,2014,0,0,2,ARE
United Arab Emirates-2,United Arab Emirates,AS,2015,0,0,2,ARE
United Arab Emirates-2,United Arab Emirates,AS,2016,0,0,2,ARE
United Arab Emirates-2,United Arab Emirates,AS,2017,0,0,2,ARE
United Arab Emirates-2,United Arab Emirates,AS,2018,0,0,2,ARE
United Arab Emirates-2,United Arab Emirates,AS,2019,0,0,2,ARE
United Arab Emirates-3,United Arab Emirates,AS,2010,0,0,3,ARE
United Arab Emirates-3,United Arab Emirates,AS,2011,0,0,3,ARE
United Arab Emirates-3,United Arab Emirates,AS,2012,0,0,3,ARE
United Arab Emirates-3,United Arab Emirates,AS,2013,0,0,3,ARE
United Arab Emirates-3,United Arab Emirates,AS,2014,0,0,3,ARE
United Arab Emirates-3,United Arab Emirates,AS,2015,0,0,3,ARE
United Arab Emirates-3,United Arab Emirates,AS,2016,0,0,3,ARE
United Arab Emirates-3,United Arab Emirates,AS,2017,0,0,3,ARE
United Arab Emirates-3,United Arab Emirates,AS,2018,0,0,3,ARE
United Arab Emirates-3,United Arab Emirates,AS,2019,0,0,3,ARE
Uzbekistan-1,Uzbekistan,AS,2010,0,0,1,UZB
Uzbekistan-1,Uzbekistan,AS,2011,0,0,1,UZB
Uzbekistan-1,Uzbekistan,AS,2012,0,0,1,UZB
Uzbekistan-1,Uzbekistan,AS,2013,0,0,1,UZB
Uzbekistan-1,Uzbekistan,AS,2014,0,0,1,UZB
Uzbekistan-1,Uzbekistan,AS,2015,0,0,1,UZB
Uzbekistan-1,Uzbekistan,AS,2016,0,0,1,UZB
Uzbekistan-1,Uzbekistan,AS,2017,0,0,1,UZB
Uzbekistan-1,Uzbekistan,AS,2018,0,0,1,UZB
Uzbekistan-1,Uzbekistan,AS,2019,0,0,1,UZB
Uzbekistan-2,Uzbekistan,AS,2010,0,0,2,UZB
Uzbekistan-2,Uzbekistan,AS,2011,0,0,2,UZB
Uzbekistan-2,Uzbekistan,AS,2012,0,0,2,UZB
Uzbekistan-2,Uzbekistan,AS,2013,0,0,2,UZB
Uzbekistan-2,Uzbekistan,AS,2014,0,0,2,UZB
Uzbekistan-2,Uzbekistan,AS,2015,0,0,2,UZB
Uzbekistan-2,Uzbekistan,AS,2016,0,0,2,UZB
Uzbekistan-2,Uzbekistan,AS,2017,0,0,2,UZB
Uzbekistan-2,Uzbekistan,AS,2018,0,0,2,UZB
Uzbekistan-2,Uzbekistan,AS,2019,0,0,2,UZB
Uzbekistan-3,Uzbekistan,AS,2010,0,0,3,UZB
Uzbekistan-3,Uzbekistan,AS,2011,0,0,3,UZB
Uzbekistan-3,Uzbekistan,AS,2012,0,0,3,UZB
Uzbekistan-3,Uzbekistan,AS,2013,0,0,3,UZB
Uzbekistan-3,Uzbekistan,AS,2014,0,0,3,UZB
Uzbekistan-3,Uzbekistan,AS,2015,0,0,3,UZB
Uzbekistan-3,Uzbekistan,AS,2016,0,0,3,UZB
Uzbekistan-3,Uzbekistan,AS,2017,0,0,3,UZB
Uzbekistan-3,Uzbekistan,AS,2018,0,0,3,UZB
Uzbekistan-3,Uzbekistan,AS,2019,0,0,3,UZB
Viet Nam-1,Viet Nam,AS,2010,0,0,1,VNM
Viet Nam-1,Viet Nam,AS,2011,0,0,1,VNM
Viet Nam-1,Viet Nam,AS,2012,0,0,1,VNM
Viet Nam-1,Viet Nam,AS,2013,0,0,1,VNM
Viet Nam-1,Viet Nam,AS,2014,0,0,1,VNM
Viet Nam-1,Viet Nam,AS,2015,0,0,1,VNM
Viet Nam-1,Viet Nam,AS,2016,0,0,1,VNM
Viet Nam-1,Viet Nam,AS,2017,0,0,1,VNM
Viet Nam-1,Viet Nam,AS,2018,0,0,1,VNM
Viet Nam-1,Viet Nam,AS,2019,0,0,1,VNM
Viet Nam-2,Viet Nam,AS,2010,0,0,2,VNM
Viet Nam-2,Viet Nam,AS,2011,0,0,2,VNM
Viet Nam-2,Viet Nam,AS,2012,0,0,2,VNM
Viet Nam-2,Viet Nam,AS,2013,0,0,2,VNM
Viet Nam-2,Viet Nam,AS,2014,0,0,2,VNM
Viet Nam-2,Viet Nam,AS,2015,0,0,2,VNM
Viet Nam-2,Viet Nam,AS,2016,0,0,2,VNM
Viet Nam-2,Viet Nam,AS,2017,0,0,2,VNM
Viet Nam-2,Viet Nam,AS,2018,0,0,2,VNM
Viet Nam-2,Viet Nam,AS,2019,0,0,2,VNM
